"Step","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1 - metrics/mAP50(B)","YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"224","0.5135","0.5135","0.5135","0.50939","0.50939","0.50939","0.39635","0.39635","0.39635","0.49906","0.49906","0.49906","0.49766","0.49766","0.49766","0.43536","0.43536","0.43536","","","","0.50696","0.50696","0.50696","0.50543","0.50543","0.50543","0.50111","0.50111","0.50111","0.51235","0.51235","0.51235","0.5329","0.5329","0.5329","0.52234","0.52234","0.52234"
"225","0.5163","0.5163","0.5163","0.50451","0.50451","0.50451","0.39424","0.39424","0.39424","0.49981","0.49981","0.49981","0.51472","0.51472","0.51472","0.43658","0.43658","0.43658","","","","0.51343","0.51343","0.51343","0.51533","0.51533","0.51533","0.50548","0.50548","0.50548","0.52201","0.52201","0.52201","0.53377","0.53377","0.53377","0.522","0.522","0.522"
"226","0.51769","0.51769","0.51769","0.50515","0.50515","0.50515","0.38711","0.38711","0.38711","0.51682","0.51682","0.51682","0.50863","0.50863","0.50863","0.42755","0.42755","0.42755","","","","0.50265","0.50265","0.50265","0.50692","0.50692","0.50692","0.51027","0.51027","0.51027","0.52351","0.52351","0.52351","0.52381","0.52381","0.52381","0.52498","0.52498","0.52498"
"227","0.50522","0.50522","0.50522","0.50646","0.50646","0.50646","0.42324","0.42324","0.42324","0.5061","0.5061","0.5061","0.50359","0.50359","0.50359","0.42966","0.42966","0.42966","","","","0.50167","0.50167","0.50167","0.51383","0.51383","0.51383","0.49832","0.49832","0.49832","0.52415","0.52415","0.52415","0.52152","0.52152","0.52152","0.5257","0.5257","0.5257"
"228","0.51109","0.51109","0.51109","0.51182","0.51182","0.51182","0.41981","0.41981","0.41981","0.50708","0.50708","0.50708","0.51729","0.51729","0.51729","0.42574","0.42574","0.42574","","","","0.50642","0.50642","0.50642","0.51327","0.51327","0.51327","0.50446","0.50446","0.50446","0.52385","0.52385","0.52385","0.52872","0.52872","0.52872","0.51649","0.51649","0.51649"
"229","0.51219","0.51219","0.51219","0.51665","0.51665","0.51665","0.41334","0.41334","0.41334","0.51844","0.51844","0.51844","0.51729","0.51729","0.51729","0.42809","0.42809","0.42809","","","","0.50774","0.50774","0.50774","0.5181","0.5181","0.5181","0.5006","0.5006","0.5006","0.52374","0.52374","0.52374","0.51548","0.51548","0.51548","0.51865","0.51865","0.51865"
"230","0.51664","0.51664","0.51664","0.49786","0.49786","0.49786","0.42139","0.42139","0.42139","0.51199","0.51199","0.51199","0.50875","0.50875","0.50875","0.44399","0.44399","0.44399","","","","0.50748","0.50748","0.50748","0.51739","0.51739","0.51739","0.4959","0.4959","0.4959","0.5311","0.5311","0.5311","0.50996","0.50996","0.50996","0.5224","0.5224","0.5224"
"231","0.51764","0.51764","0.51764","0.49482","0.49482","0.49482","0.42708","0.42708","0.42708","0.5072","0.5072","0.5072","0.49998","0.49998","0.49998","0.42864","0.42864","0.42864","","","","0.50117","0.50117","0.50117","0.51927","0.51927","0.51927","0.49406","0.49406","0.49406","0.52844","0.52844","0.52844","0.51892","0.51892","0.51892","0.52304","0.52304","0.52304"
"232","0.51962","0.51962","0.51962","0.49682","0.49682","0.49682","0.39389","0.39389","0.39389","0.51023","0.51023","0.51023","0.49415","0.49415","0.49415","0.43403","0.43403","0.43403","","","","0.50176","0.50176","0.50176","0.51302","0.51302","0.51302","0.49568","0.49568","0.49568","0.53218","0.53218","0.53218","0.52465","0.52465","0.52465","0.52764","0.52764","0.52764"
"233","0.50805","0.50805","0.50805","0.49654","0.49654","0.49654","0.41931","0.41931","0.41931","0.50607","0.50607","0.50607","0.49534","0.49534","0.49534","0.46038","0.46038","0.46038","","","","0.49737","0.49737","0.49737","0.517","0.517","0.517","0.49524","0.49524","0.49524","0.5303","0.5303","0.5303","0.52572","0.52572","0.52572","0.52849","0.52849","0.52849"
"234","0.51703","0.51703","0.51703","0.4962","0.4962","0.4962","0.38487","0.38487","0.38487","0.50338","0.50338","0.50338","0.49518","0.49518","0.49518","0.42883","0.42883","0.42883","","","","0.50144","0.50144","0.50144","0.52229","0.52229","0.52229","0.5003","0.5003","0.5003","0.53177","0.53177","0.53177","0.52737","0.52737","0.52737","0.53471","0.53471","0.53471"
"235","0.51284","0.51284","0.51284","0.50791","0.50791","0.50791","0.39619","0.39619","0.39619","0.51504","0.51504","0.51504","0.50449","0.50449","0.50449","0.46676","0.46676","0.46676","","","","0.50708","0.50708","0.50708","0.50261","0.50261","0.50261","0.49964","0.49964","0.49964","0.52765","0.52765","0.52765","0.53071","0.53071","0.53071","0.52231","0.52231","0.52231"
"236","0.50875","0.50875","0.50875","0.5001","0.5001","0.5001","0.42353","0.42353","0.42353","0.51145","0.51145","0.51145","0.51156","0.51156","0.51156","0.47554","0.47554","0.47554","","","","0.51178","0.51178","0.51178","0.50765","0.50765","0.50765","0.50297","0.50297","0.50297","0.5251","0.5251","0.5251","0.52699","0.52699","0.52699","0.53014","0.53014","0.53014"
"237","0.50954","0.50954","0.50954","0.50831","0.50831","0.50831","0.42008","0.42008","0.42008","0.51749","0.51749","0.51749","0.53116","0.53116","0.53116","0.4639","0.4639","0.4639","","","","0.51334","0.51334","0.51334","0.50986","0.50986","0.50986","0.50608","0.50608","0.50608","0.52115","0.52115","0.52115","0.52771","0.52771","0.52771","0.52803","0.52803","0.52803"
"238","0.51037","0.51037","0.51037","0.49887","0.49887","0.49887","0.42305","0.42305","0.42305","0.51832","0.51832","0.51832","0.52791","0.52791","0.52791","0.44037","0.44037","0.44037","","","","0.49963","0.49963","0.49963","0.50772","0.50772","0.50772","0.50731","0.50731","0.50731","0.52683","0.52683","0.52683","0.52805","0.52805","0.52805","0.5233","0.5233","0.5233"
"239","0.50377","0.50377","0.50377","0.5119","0.5119","0.5119","0.41239","0.41239","0.41239","0.5153","0.5153","0.5153","0.52285","0.52285","0.52285","0.47857","0.47857","0.47857","","","","0.51497","0.51497","0.51497","0.50708","0.50708","0.50708","0.51483","0.51483","0.51483","0.5297","0.5297","0.5297","0.52584","0.52584","0.52584","0.52259","0.52259","0.52259"
"240","0.51243","0.51243","0.51243","0.50083","0.50083","0.50083","0.39891","0.39891","0.39891","0.50992","0.50992","0.50992","0.52198","0.52198","0.52198","0.45692","0.45692","0.45692","","","","0.51066","0.51066","0.51066","0.51061","0.51061","0.51061","0.50108","0.50108","0.50108","0.52321","0.52321","0.52321","0.53018","0.53018","0.53018","0.52768","0.52768","0.52768"
"241","0.50755","0.50755","0.50755","0.49655","0.49655","0.49655","0.41088","0.41088","0.41088","0.51537","0.51537","0.51537","0.50677","0.50677","0.50677","0.44124","0.44124","0.44124","","","","0.49247","0.49247","0.49247","0.50866","0.50866","0.50866","0.50795","0.50795","0.50795","0.52125","0.52125","0.52125","0.52738","0.52738","0.52738","0.52547","0.52547","0.52547"
"242","0.50512","0.50512","0.50512","0.49165","0.49165","0.49165","0.39607","0.39607","0.39607","0.51451","0.51451","0.51451","0.49186","0.49186","0.49186","0.44658","0.44658","0.44658","","","","0.50582","0.50582","0.50582","0.51475","0.51475","0.51475","0.49782","0.49782","0.49782","0.52332","0.52332","0.52332","0.52936","0.52936","0.52936","0.52376","0.52376","0.52376"
"243","0.50133","0.50133","0.50133","0.49125","0.49125","0.49125","0.40017","0.40017","0.40017","0.51635","0.51635","0.51635","0.49829","0.49829","0.49829","0.44297","0.44297","0.44297","","","","0.493","0.493","0.493","0.49905","0.49905","0.49905","0.49759","0.49759","0.49759","0.51696","0.51696","0.51696","0.53408","0.53408","0.53408","0.52292","0.52292","0.52292"
"244","0.5044","0.5044","0.5044","0.49861","0.49861","0.49861","0.4009","0.4009","0.4009","0.51048","0.51048","0.51048","0.49428","0.49428","0.49428","0.47997","0.47997","0.47997","","","","0.4936","0.4936","0.4936","0.51322","0.51322","0.51322","0.49148","0.49148","0.49148","0.51486","0.51486","0.51486","0.52684","0.52684","0.52684","0.52491","0.52491","0.52491"
"245","0.50847","0.50847","0.50847","0.49513","0.49513","0.49513","0.4028","0.4028","0.4028","0.50656","0.50656","0.50656","0.50966","0.50966","0.50966","0.47437","0.47437","0.47437","","","","0.51459","0.51459","0.51459","0.51084","0.51084","0.51084","0.49287","0.49287","0.49287","0.51638","0.51638","0.51638","0.53396","0.53396","0.53396","0.5256","0.5256","0.5256"
"246","0.50524","0.50524","0.50524","0.50109","0.50109","0.50109","0.41056","0.41056","0.41056","0.50359","0.50359","0.50359","0.50047","0.50047","0.50047","0.44241","0.44241","0.44241","","","","0.5062","0.5062","0.5062","0.50714","0.50714","0.50714","0.49288","0.49288","0.49288","0.52151","0.52151","0.52151","0.52882","0.52882","0.52882","0.52389","0.52389","0.52389"
"247","0.51085","0.51085","0.51085","0.50093","0.50093","0.50093","0.4189","0.4189","0.4189","0.51535","0.51535","0.51535","0.50546","0.50546","0.50546","0.44521","0.44521","0.44521","","","","0.50964","0.50964","0.50964","0.51127","0.51127","0.51127","0.49655","0.49655","0.49655","0.53152","0.53152","0.53152","0.52802","0.52802","0.52802","0.52624","0.52624","0.52624"
"248","0.51664","0.51664","0.51664","0.51101","0.51101","0.51101","0.40387","0.40387","0.40387","0.51203","0.51203","0.51203","0.50449","0.50449","0.50449","0.48132","0.48132","0.48132","","","","0.49983","0.49983","0.49983","0.52086","0.52086","0.52086","0.50158","0.50158","0.50158","0.52019","0.52019","0.52019","0.53281","0.53281","0.53281","0.52568","0.52568","0.52568"
"249","0.51381","0.51381","0.51381","0.51256","0.51256","0.51256","0.41611","0.41611","0.41611","0.50898","0.50898","0.50898","0.50676","0.50676","0.50676","0.44483","0.44483","0.44483","","","","0.50261","0.50261","0.50261","0.52102","0.52102","0.52102","0.50517","0.50517","0.50517","0.53097","0.53097","0.53097","0.52387","0.52387","0.52387","0.52428","0.52428","0.52428"
"250","0.51437","0.51437","0.51437","0.51324","0.51324","0.51324","0.40093","0.40093","0.40093","0.50897","0.50897","0.50897","0.50422","0.50422","0.50422","0.44603","0.44603","0.44603","","","","0.50563","0.50563","0.50563","0.51459","0.51459","0.51459","0.51013","0.51013","0.51013","0.52806","0.52806","0.52806","0.51722","0.51722","0.51722","0.52277","0.52277","0.52277"
"251","0.52284","0.52284","0.52284","0.49783","0.49783","0.49783","0.42706","0.42706","0.42706","0.50757","0.50757","0.50757","0.50381","0.50381","0.50381","0.44892","0.44892","0.44892","","","","0.49797","0.49797","0.49797","0.52268","0.52268","0.52268","0.49495","0.49495","0.49495","0.52955","0.52955","0.52955","0.52454","0.52454","0.52454","0.52691","0.52691","0.52691"
"252","0.52349","0.52349","0.52349","0.50726","0.50726","0.50726","0.4039","0.4039","0.4039","0.52022","0.52022","0.52022","0.51212","0.51212","0.51212","0.47143","0.47143","0.47143","","","","0.50686","0.50686","0.50686","0.51042","0.51042","0.51042","0.50143","0.50143","0.50143","0.52651","0.52651","0.52651","0.53054","0.53054","0.53054","0.52206","0.52206","0.52206"
"253","0.51726","0.51726","0.51726","0.50379","0.50379","0.50379","0.40154","0.40154","0.40154","0.51549","0.51549","0.51549","0.50801","0.50801","0.50801","0.43883","0.43883","0.43883","","","","0.49391","0.49391","0.49391","0.51689","0.51689","0.51689","0.49962","0.49962","0.49962","0.52295","0.52295","0.52295","0.52469","0.52469","0.52469","0.52079","0.52079","0.52079"
"254","0.52511","0.52511","0.52511","0.50478","0.50478","0.50478","0.39924","0.39924","0.39924","0.51684","0.51684","0.51684","0.50637","0.50637","0.50637","0.44824","0.44824","0.44824","","","","0.50081","0.50081","0.50081","0.51682","0.51682","0.51682","0.49515","0.49515","0.49515","0.52721","0.52721","0.52721","0.53435","0.53435","0.53435","0.51616","0.51616","0.51616"
"255","0.5096","0.5096","0.5096","0.50675","0.50675","0.50675","0.39558","0.39558","0.39558","0.52078","0.52078","0.52078","0.5093","0.5093","0.5093","0.48047","0.48047","0.48047","","","","0.50368","0.50368","0.50368","0.51467","0.51467","0.51467","0.49172","0.49172","0.49172","0.52551","0.52551","0.52551","0.53455","0.53455","0.53455","0.51619","0.51619","0.51619"
"256","0.50834","0.50834","0.50834","0.50212","0.50212","0.50212","0.39306","0.39306","0.39306","0.51593","0.51593","0.51593","0.5051","0.5051","0.5051","0.4742","0.4742","0.4742","","","","0.49639","0.49639","0.49639","0.50614","0.50614","0.50614","0.49707","0.49707","0.49707","0.52166","0.52166","0.52166","0.52722","0.52722","0.52722","0.52311","0.52311","0.52311"
"257","0.51442","0.51442","0.51442","0.49913","0.49913","0.49913","0.40929","0.40929","0.40929","0.50964","0.50964","0.50964","0.50753","0.50753","0.50753","0.44401","0.44401","0.44401","","","","0.50592","0.50592","0.50592","0.50697","0.50697","0.50697","0.49974","0.49974","0.49974","0.52264","0.52264","0.52264","0.5205","0.5205","0.5205","0.52061","0.52061","0.52061"
"258","0.51141","0.51141","0.51141","0.49381","0.49381","0.49381","0.39768","0.39768","0.39768","0.50682","0.50682","0.50682","0.50203","0.50203","0.50203","0.44485","0.44485","0.44485","","","","0.50538","0.50538","0.50538","0.51276","0.51276","0.51276","0.50386","0.50386","0.50386","0.52738","0.52738","0.52738","0.52733","0.52733","0.52733","0.52465","0.52465","0.52465"
"259","0.51721","0.51721","0.51721","0.49465","0.49465","0.49465","0.39832","0.39832","0.39832","0.50662","0.50662","0.50662","0.50852","0.50852","0.50852","0.44579","0.44579","0.44579","","","","0.49503","0.49503","0.49503","0.51508","0.51508","0.51508","0.50186","0.50186","0.50186","0.52894","0.52894","0.52894","0.52782","0.52782","0.52782","0.52266","0.52266","0.52266"
"260","0.52004","0.52004","0.52004","0.493","0.493","0.493","0.39647","0.39647","0.39647","0.50858","0.50858","0.50858","0.49528","0.49528","0.49528","0.4795","0.4795","0.4795","","","","0.50287","0.50287","0.50287","0.51413","0.51413","0.51413","0.50006","0.50006","0.50006","0.51999","0.51999","0.51999","0.52669","0.52669","0.52669","0.51819","0.51819","0.51819"
"261","0.51144","0.51144","0.51144","0.49002","0.49002","0.49002","0.40044","0.40044","0.40044","0.51051","0.51051","0.51051","0.49836","0.49836","0.49836","0.44787","0.44787","0.44787","","","","0.49356","0.49356","0.49356","0.51447","0.51447","0.51447","0.49642","0.49642","0.49642","0.52098","0.52098","0.52098","0.52151","0.52151","0.52151","0.52486","0.52486","0.52486"
"262","0.51399","0.51399","0.51399","0.50491","0.50491","0.50491","0.40597","0.40597","0.40597","0.51578","0.51578","0.51578","0.50375","0.50375","0.50375","0.44259","0.44259","0.44259","","","","0.5084","0.5084","0.5084","0.51658","0.51658","0.51658","0.50073","0.50073","0.50073","0.52418","0.52418","0.52418","0.52952","0.52952","0.52952","0.52426","0.52426","0.52426"
"263","0.50836","0.50836","0.50836","0.49531","0.49531","0.49531","0.39765","0.39765","0.39765","0.51175","0.51175","0.51175","0.49847","0.49847","0.49847","0.47559","0.47559","0.47559","","","","0.50355","0.50355","0.50355","0.51921","0.51921","0.51921","0.48934","0.48934","0.48934","0.52314","0.52314","0.52314","0.53193","0.53193","0.53193","0.52827","0.52827","0.52827"
"264","0.51707","0.51707","0.51707","0.49819","0.49819","0.49819","0.40113","0.40113","0.40113","0.50798","0.50798","0.50798","0.50575","0.50575","0.50575","0.4398","0.4398","0.4398","","","","0.4935","0.4935","0.4935","0.51703","0.51703","0.51703","0.4927","0.4927","0.4927","0.52493","0.52493","0.52493","0.53462","0.53462","0.53462","0.52877","0.52877","0.52877"
"265","0.51505","0.51505","0.51505","0.49085","0.49085","0.49085","0.40872","0.40872","0.40872","0.50558","0.50558","0.50558","0.50458","0.50458","0.50458","0.44383","0.44383","0.44383","","","","0.50101","0.50101","0.50101","0.51728","0.51728","0.51728","0.49331","0.49331","0.49331","0.51863","0.51863","0.51863","0.5298","0.5298","0.5298","0.53153","0.53153","0.53153"
"266","0.50871","0.50871","0.50871","0.50313","0.50313","0.50313","0.40021","0.40021","0.40021","0.50525","0.50525","0.50525","0.51742","0.51742","0.51742","0.44347","0.44347","0.44347","","","","0.50143","0.50143","0.50143","0.51682","0.51682","0.51682","0.4966","0.4966","0.4966","0.52213","0.52213","0.52213","0.53106","0.53106","0.53106","0.52806","0.52806","0.52806"
"267","0.50533","0.50533","0.50533","0.50097","0.50097","0.50097","0.40136","0.40136","0.40136","0.50692","0.50692","0.50692","0.5035","0.5035","0.5035","0.48279","0.48279","0.48279","","","","0.49986","0.49986","0.49986","0.51419","0.51419","0.51419","0.49662","0.49662","0.49662","0.51939","0.51939","0.51939","0.52884","0.52884","0.52884","0.52609","0.52609","0.52609"
"268","0.50664","0.50664","0.50664","0.49459","0.49459","0.49459","0.40328","0.40328","0.40328","0.51259","0.51259","0.51259","0.51323","0.51323","0.51323","0.48135","0.48135","0.48135","","","","0.49405","0.49405","0.49405","0.52129","0.52129","0.52129","0.49777","0.49777","0.49777","0.52635","0.52635","0.52635","0.53106","0.53106","0.53106","0.53147","0.53147","0.53147"
"269","0.51028","0.51028","0.51028","0.4912","0.4912","0.4912","0.40592","0.40592","0.40592","0.50832","0.50832","0.50832","0.51814","0.51814","0.51814","0.47538","0.47538","0.47538","","","","0.49253","0.49253","0.49253","0.51831","0.51831","0.51831","0.49158","0.49158","0.49158","0.53103","0.53103","0.53103","0.53033","0.53033","0.53033","0.52647","0.52647","0.52647"
"270","0.51174","0.51174","0.51174","0.49054","0.49054","0.49054","0.40307","0.40307","0.40307","0.50678","0.50678","0.50678","0.49798","0.49798","0.49798","0.44083","0.44083","0.44083","","","","0.49032","0.49032","0.49032","0.52691","0.52691","0.52691","0.48362","0.48362","0.48362","0.52389","0.52389","0.52389","0.53193","0.53193","0.53193","0.52298","0.52298","0.52298"
"271","0.50915","0.50915","0.50915","0.49555","0.49555","0.49555","0.41195","0.41195","0.41195","0.50574","0.50574","0.50574","0.49831","0.49831","0.49831","0.44991","0.44991","0.44991","","","","0.49361","0.49361","0.49361","0.52774","0.52774","0.52774","0.48937","0.48937","0.48937","0.52218","0.52218","0.52218","0.53435","0.53435","0.53435","0.52131","0.52131","0.52131"
"272","0.50825","0.50825","0.50825","0.49344","0.49344","0.49344","0.41153","0.41153","0.41153","0.50623","0.50623","0.50623","0.50278","0.50278","0.50278","0.48235","0.48235","0.48235","","","","0.4959","0.4959","0.4959","0.5218","0.5218","0.5218","0.49519","0.49519","0.49519","0.52053","0.52053","0.52053","0.537","0.537","0.537","0.52287","0.52287","0.52287"
"273","0.50689","0.50689","0.50689","0.49326","0.49326","0.49326","0.40505","0.40505","0.40505","0.51474","0.51474","0.51474","0.5066","0.5066","0.5066","0.4867","0.4867","0.4867","","","","0.48917","0.48917","0.48917","0.51697","0.51697","0.51697","0.49541","0.49541","0.49541","0.51882","0.51882","0.51882","0.53479","0.53479","0.53479","0.52257","0.52257","0.52257"
"274","0.51055","0.51055","0.51055","0.49224","0.49224","0.49224","0.40817","0.40817","0.40817","0.51233","0.51233","0.51233","0.49416","0.49416","0.49416","0.48686","0.48686","0.48686","","","","0.48977","0.48977","0.48977","0.52051","0.52051","0.52051","0.49535","0.49535","0.49535","0.52022","0.52022","0.52022","0.53383","0.53383","0.53383","0.52573","0.52573","0.52573"
"275","0.50645","0.50645","0.50645","0.50091","0.50091","0.50091","0.40893","0.40893","0.40893","0.50842","0.50842","0.50842","0.49274","0.49274","0.49274","0.48915","0.48915","0.48915","","","","0.49663","0.49663","0.49663","0.51192","0.51192","0.51192","0.49974","0.49974","0.49974","0.51677","0.51677","0.51677","0.53063","0.53063","0.53063","0.52639","0.52639","0.52639"
"276","0.5054","0.5054","0.5054","0.49882","0.49882","0.49882","0.41086","0.41086","0.41086","0.51538","0.51538","0.51538","0.49162","0.49162","0.49162","0.47823","0.47823","0.47823","","","","0.49737","0.49737","0.49737","0.50992","0.50992","0.50992","0.49713","0.49713","0.49713","0.51857","0.51857","0.51857","0.5221","0.5221","0.5221","0.52421","0.52421","0.52421"
"277","0.5119","0.5119","0.5119","0.50087","0.50087","0.50087","0.42123","0.42123","0.42123","0.51471","0.51471","0.51471","0.49526","0.49526","0.49526","0.4784","0.4784","0.4784","","","","0.48531","0.48531","0.48531","0.51618","0.51618","0.51618","0.49127","0.49127","0.49127","0.51978","0.51978","0.51978","0.52674","0.52674","0.52674","0.52207","0.52207","0.52207"
"278","0.51483","0.51483","0.51483","0.50794","0.50794","0.50794","0.40561","0.40561","0.40561","0.51238","0.51238","0.51238","0.50928","0.50928","0.50928","0.48482","0.48482","0.48482","","","","0.50232","0.50232","0.50232","0.51824","0.51824","0.51824","0.4944","0.4944","0.4944","0.51666","0.51666","0.51666","0.52664","0.52664","0.52664","0.52704","0.52704","0.52704"
"279","0.51303","0.51303","0.51303","0.50553","0.50553","0.50553","0.40343","0.40343","0.40343","0.50866","0.50866","0.50866","0.50342","0.50342","0.50342","0.48128","0.48128","0.48128","","","","0.50909","0.50909","0.50909","0.52062","0.52062","0.52062","0.50007","0.50007","0.50007","0.51753","0.51753","0.51753","0.53275","0.53275","0.53275","0.52404","0.52404","0.52404"
"280","0.51835","0.51835","0.51835","0.51933","0.51933","0.51933","0.40034","0.40034","0.40034","0.50746","0.50746","0.50746","0.514","0.514","0.514","0.48405","0.48405","0.48405","","","","0.50577","0.50577","0.50577","0.52121","0.52121","0.52121","0.50351","0.50351","0.50351","0.51019","0.51019","0.51019","0.53725","0.53725","0.53725","0.52081","0.52081","0.52081"
"281","0.51518","0.51518","0.51518","0.50676","0.50676","0.50676","0.40089","0.40089","0.40089","0.51084","0.51084","0.51084","0.51706","0.51706","0.51706","0.4812","0.4812","0.4812","","","","0.51178","0.51178","0.51178","0.51969","0.51969","0.51969","0.50304","0.50304","0.50304","0.51241","0.51241","0.51241","0.53241","0.53241","0.53241","0.52178","0.52178","0.52178"
"282","0.51069","0.51069","0.51069","0.50786","0.50786","0.50786","0.40101","0.40101","0.40101","0.51135","0.51135","0.51135","0.51165","0.51165","0.51165","0.48318","0.48318","0.48318","","","","0.50506","0.50506","0.50506","0.51949","0.51949","0.51949","0.4999","0.4999","0.4999","0.51276","0.51276","0.51276","0.53384","0.53384","0.53384","0.52378","0.52378","0.52378"
"283","0.51136","0.51136","0.51136","0.5054","0.5054","0.5054","0.39851","0.39851","0.39851","0.51392","0.51392","0.51392","0.51297","0.51297","0.51297","0.47459","0.47459","0.47459","","","","0.51001","0.51001","0.51001","0.5183","0.5183","0.5183","0.50454","0.50454","0.50454","0.51447","0.51447","0.51447","0.5253","0.5253","0.5253","0.52819","0.52819","0.52819"
"284","0.51022","0.51022","0.51022","0.50512","0.50512","0.50512","0.39808","0.39808","0.39808","0.50918","0.50918","0.50918","0.51227","0.51227","0.51227","0.47929","0.47929","0.47929","","","","0.51573","0.51573","0.51573","0.50964","0.50964","0.50964","0.50083","0.50083","0.50083","0.51277","0.51277","0.51277","0.52374","0.52374","0.52374","0.52902","0.52902","0.52902"
"285","0.51046","0.51046","0.51046","0.51206","0.51206","0.51206","0.39793","0.39793","0.39793","0.5043","0.5043","0.5043","0.51056","0.51056","0.51056","0.48728","0.48728","0.48728","","","","0.5069","0.5069","0.5069","0.51225","0.51225","0.51225","0.50353","0.50353","0.50353","0.51519","0.51519","0.51519","0.52026","0.52026","0.52026","0.53024","0.53024","0.53024"
"286","0.51016","0.51016","0.51016","0.50244","0.50244","0.50244","0.39935","0.39935","0.39935","0.50672","0.50672","0.50672","0.51607","0.51607","0.51607","0.48026","0.48026","0.48026","","","","0.50997","0.50997","0.50997","0.51709","0.51709","0.51709","0.50057","0.50057","0.50057","0.51478","0.51478","0.51478","0.52449","0.52449","0.52449","0.52721","0.52721","0.52721"
"287","0.50968","0.50968","0.50968","0.50397","0.50397","0.50397","0.43562","0.43562","0.43562","0.51168","0.51168","0.51168","0.50271","0.50271","0.50271","0.47909","0.47909","0.47909","","","","0.50977","0.50977","0.50977","0.52298","0.52298","0.52298","0.49312","0.49312","0.49312","0.51428","0.51428","0.51428","0.52852","0.52852","0.52852","0.52833","0.52833","0.52833"
"288","0.51173","0.51173","0.51173","0.50178","0.50178","0.50178","0.43006","0.43006","0.43006","0.50953","0.50953","0.50953","0.50096","0.50096","0.50096","0.47968","0.47968","0.47968","","","","0.50914","0.50914","0.50914","0.52131","0.52131","0.52131","0.48854","0.48854","0.48854","0.51543","0.51543","0.51543","0.53168","0.53168","0.53168","0.52784","0.52784","0.52784"
"289","0.51191","0.51191","0.51191","0.50392","0.50392","0.50392","0.42755","0.42755","0.42755","0.50439","0.50439","0.50439","0.50164","0.50164","0.50164","0.47785","0.47785","0.47785","","","","0.51045","0.51045","0.51045","0.51761","0.51761","0.51761","0.4897","0.4897","0.4897","0.51484","0.51484","0.51484","0.5316","0.5316","0.5316","0.52965","0.52965","0.52965"
"290","0.5119","0.5119","0.5119","0.49791","0.49791","0.49791","0.4316","0.4316","0.4316","0.51215","0.51215","0.51215","0.50068","0.50068","0.50068","0.48257","0.48257","0.48257","","","","0.51254","0.51254","0.51254","0.51513","0.51513","0.51513","0.4965","0.4965","0.4965","0.51545","0.51545","0.51545","0.53105","0.53105","0.53105","0.52964","0.52964","0.52964"
