"Step","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1-23 - metrics/mAP50(B)","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX"
"231","0.47147","0.47147","0.47147","0.46863","0.46863","0.46863","0.36594","0.36594","0.36594","","","","0.48322","0.48322","0.48322","0.3583","0.3583","0.3583","0.47176","0.47176","0.47176","0.45961","0.45961","0.45961","0.47586","0.47586","0.47586","0.47538","0.47538","0.47538","0.49492","0.49492","0.49492","0.47757","0.47757","0.47757","0.49031","0.49031","0.49031"
"232","0.46262","0.46262","0.46262","0.47979","0.47979","0.47979","0.36451","0.36451","0.36451","","","","0.46643","0.46643","0.46643","0.3774","0.3774","0.3774","0.46983","0.46983","0.46983","0.47865","0.47865","0.47865","0.46649","0.46649","0.46649","0.46971","0.46971","0.46971","0.49454","0.49454","0.49454","0.48501","0.48501","0.48501","0.4844","0.4844","0.4844"
"233","0.45635","0.45635","0.45635","0.48457","0.48457","0.48457","0.37481","0.37481","0.37481","","","","0.46498","0.46498","0.46498","0.37197","0.37197","0.37197","0.47154","0.47154","0.47154","0.47517","0.47517","0.47517","0.47069","0.47069","0.47069","0.47842","0.47842","0.47842","0.4868","0.4868","0.4868","0.49034","0.49034","0.49034","0.48576","0.48576","0.48576"
"234","0.46728","0.46728","0.46728","0.48273","0.48273","0.48273","0.3725","0.3725","0.3725","","","","0.47103","0.47103","0.47103","0.36877","0.36877","0.36877","0.46203","0.46203","0.46203","0.46996","0.46996","0.46996","0.46231","0.46231","0.46231","0.46945","0.46945","0.46945","0.48544","0.48544","0.48544","0.48657","0.48657","0.48657","0.48045","0.48045","0.48045"
"235","0.46829","0.46829","0.46829","0.484","0.484","0.484","0.37039","0.37039","0.37039","","","","0.46726","0.46726","0.46726","0.36792","0.36792","0.36792","0.47195","0.47195","0.47195","0.46611","0.46611","0.46611","0.47868","0.47868","0.47868","0.46354","0.46354","0.46354","0.49063","0.49063","0.49063","0.50333","0.50333","0.50333","0.48309","0.48309","0.48309"
"236","0.47424","0.47424","0.47424","0.48366","0.48366","0.48366","0.34763","0.34763","0.34763","","","","0.45981","0.45981","0.45981","0.35904","0.35904","0.35904","0.46478","0.46478","0.46478","0.46241","0.46241","0.46241","0.47169","0.47169","0.47169","0.4652","0.4652","0.4652","0.48585","0.48585","0.48585","0.49917","0.49917","0.49917","0.48574","0.48574","0.48574"
"237","0.46466","0.46466","0.46466","0.49174","0.49174","0.49174","0.36787","0.36787","0.36787","","","","0.46552","0.46552","0.46552","0.37335","0.37335","0.37335","0.47088","0.47088","0.47088","0.47232","0.47232","0.47232","0.47171","0.47171","0.47171","0.47485","0.47485","0.47485","0.49198","0.49198","0.49198","0.50059","0.50059","0.50059","0.49158","0.49158","0.49158"
"238","0.47465","0.47465","0.47465","0.48498","0.48498","0.48498","0.36439","0.36439","0.36439","","","","0.46615","0.46615","0.46615","0.37778","0.37778","0.37778","0.45777","0.45777","0.45777","0.46795","0.46795","0.46795","0.48053","0.48053","0.48053","0.48494","0.48494","0.48494","0.49086","0.49086","0.49086","0.48459","0.48459","0.48459","0.48772","0.48772","0.48772"
"239","0.47769","0.47769","0.47769","0.47309","0.47309","0.47309","0.38504","0.38504","0.38504","","","","0.47262","0.47262","0.47262","0.37733","0.37733","0.37733","0.47095","0.47095","0.47095","0.47632","0.47632","0.47632","0.48249","0.48249","0.48249","0.48283","0.48283","0.48283","0.48736","0.48736","0.48736","0.48565","0.48565","0.48565","0.5033994281254512","0.5033994281254512","0.5033994281254512"
"240","0.48042","0.48042","0.48042","0.47938","0.47938","0.47938","0.3759","0.3759","0.3759","","","","0.46626","0.46626","0.46626","0.3728","0.3728","0.3728","0.46437","0.46437","0.46437","0.4783","0.4783","0.4783","0.47874","0.47874","0.47874","0.47688","0.47688","0.47688","0.48196","0.48196","0.48196","0.48728","0.48728","0.48728","","",""
"241","0.46426","0.46426","0.46426","0.47196","0.47196","0.47196","0.38476","0.38476","0.38476","","","","0.46901","0.46901","0.46901","0.37724","0.37724","0.37724","0.46578","0.46578","0.46578","0.46849","0.46849","0.46849","0.47468","0.47468","0.47468","0.47308","0.47308","0.47308","0.48667","0.48667","0.48667","0.48513","0.48513","0.48513","","",""
"242","0.4682","0.4682","0.4682","0.4747","0.4747","0.4747","0.38162","0.38162","0.38162","","","","0.46949","0.46949","0.46949","0.37462","0.37462","0.37462","0.45922","0.45922","0.45922","0.47524","0.47524","0.47524","0.47483","0.47483","0.47483","0.4788","0.4788","0.4788","0.48905","0.48905","0.48905","0.48994","0.48994","0.48994","","",""
"243","0.47887","0.47887","0.47887","0.4895","0.4895","0.4895","0.36876","0.36876","0.36876","","","","0.47345","0.47345","0.47345","0.37352","0.37352","0.37352","0.46316","0.46316","0.46316","0.47706","0.47706","0.47706","0.47216","0.47216","0.47216","0.47639","0.47639","0.47639","0.49238","0.49238","0.49238","0.49123","0.49123","0.49123","","",""
"244","0.46107","0.46107","0.46107","0.48678","0.48678","0.48678","0.38505","0.38505","0.38505","","","","0.48058","0.48058","0.48058","0.3713","0.3713","0.3713","0.45497","0.45497","0.45497","0.46841","0.46841","0.46841","0.47892","0.47892","0.47892","0.47334","0.47334","0.47334","0.49511","0.49511","0.49511","0.50322","0.50322","0.50322","","",""
"245","0.46661","0.46661","0.46661","0.47498","0.47498","0.47498","0.37137","0.37137","0.37137","","","","0.4743","0.4743","0.4743","0.37174","0.37174","0.37174","0.46739","0.46739","0.46739","0.48495","0.48495","0.48495","0.47428","0.47428","0.47428","0.47444","0.47444","0.47444","0.50315","0.50315","0.50315","0.48761","0.48761","0.48761","","",""
"246","0.46755","0.46755","0.46755","0.48263","0.48263","0.48263","0.37553","0.37553","0.37553","","","","0.46334","0.46334","0.46334","0.37963","0.37963","0.37963","0.47342","0.47342","0.47342","0.48134","0.48134","0.48134","0.47401","0.47401","0.47401","0.4757","0.4757","0.4757","0.49283","0.49283","0.49283","0.48272","0.48272","0.48272","","",""
"247","0.46859","0.46859","0.46859","0.48449","0.48449","0.48449","0.37248","0.37248","0.37248","","","","0.46861","0.46861","0.46861","0.37305","0.37305","0.37305","0.4697","0.4697","0.4697","0.4843","0.4843","0.4843","0.48673","0.48673","0.48673","0.47077","0.47077","0.47077","0.49593","0.49593","0.49593","0.48582","0.48582","0.48582","","",""
"248","0.46966","0.46966","0.46966","0.48396","0.48396","0.48396","0.37803","0.37803","0.37803","","","","0.46878","0.46878","0.46878","0.37533","0.37533","0.37533","0.46161","0.46161","0.46161","0.48154","0.48154","0.48154","0.46881","0.46881","0.46881","0.46852","0.46852","0.46852","0.48808","0.48808","0.48808","0.48888","0.48888","0.48888","","",""
"249","0.46814","0.46814","0.46814","0.47937","0.47937","0.47937","0.37456","0.37456","0.37456","","","","0.475366976236082","0.475366976236082","0.475366976236082","0.37363","0.37363","0.37363","0.45653","0.45653","0.45653","0.47997","0.47997","0.47997","0.47809","0.47809","0.47809","0.46536","0.46536","0.46536","0.49494","0.49494","0.49494","0.48265","0.48265","0.48265","","",""
"250","0.47684","0.47684","0.47684","0.49467","0.49467","0.49467","0.36282","0.36282","0.36282","","","","","","","0.36877","0.36877","0.36877","0.46358","0.46358","0.46358","0.48448","0.48448","0.48448","0.47905","0.47905","0.47905","0.48365","0.48365","0.48365","0.48609","0.48609","0.48609","0.48429","0.48429","0.48429","","",""
"251","0.47755","0.47755","0.47755","0.48327","0.48327","0.48327","0.38128","0.38128","0.38128","","","","","","","0.35701","0.35701","0.35701","0.4674","0.4674","0.4674","0.48946","0.48946","0.48946","0.47211","0.47211","0.47211","0.47253","0.47253","0.47253","0.49005","0.49005","0.49005","0.4834","0.4834","0.4834","","",""
"252","0.47526","0.47526","0.47526","0.48855","0.48855","0.48855","0.3754","0.3754","0.3754","","","","","","","0.38229","0.38229","0.38229","0.46447","0.46447","0.46447","0.46468","0.46468","0.46468","0.47229","0.47229","0.47229","0.4647","0.4647","0.4647","0.49248","0.49248","0.49248","0.48662","0.48662","0.48662","","",""
"253","0.47015","0.47015","0.47015","0.48847","0.48847","0.48847","0.37413","0.37413","0.37413","","","","","","","0.37082","0.37082","0.37082","0.48171","0.48171","0.48171","0.48076","0.48076","0.48076","0.46937","0.46937","0.46937","0.47164","0.47164","0.47164","0.49109","0.49109","0.49109","0.48248","0.48248","0.48248","","",""
"254","0.47264","0.47264","0.47264","0.48393","0.48393","0.48393","0.38018","0.38018","0.38018","","","","","","","0.37257","0.37257","0.37257","0.47056","0.47056","0.47056","0.48089","0.48089","0.48089","0.46829","0.46829","0.46829","0.48037","0.48037","0.48037","0.48329","0.48329","0.48329","0.48884","0.48884","0.48884","","",""
"255","0.46913","0.46913","0.46913","0.47805","0.47805","0.47805","0.38276","0.38276","0.38276","","","","","","","0.36834","0.36834","0.36834","0.46875","0.46875","0.46875","0.48574","0.48574","0.48574","0.46598","0.46598","0.46598","0.47226","0.47226","0.47226","0.49375","0.49375","0.49375","0.48009","0.48009","0.48009","","",""
"256","0.47721","0.47721","0.47721","0.4848","0.4848","0.4848","0.37473","0.37473","0.37473","","","","","","","0.37934","0.37934","0.37934","0.47113","0.47113","0.47113","0.48116","0.48116","0.48116","0.4647","0.4647","0.4647","0.48041","0.48041","0.48041","0.49733","0.49733","0.49733","0.47943","0.47943","0.47943","","",""
"257","0.47113","0.47113","0.47113","0.4824","0.4824","0.4824","0.36959","0.36959","0.36959","","","","","","","0.37438","0.37438","0.37438","0.47327","0.47327","0.47327","0.48557","0.48557","0.48557","0.47272","0.47272","0.47272","0.48402","0.48402","0.48402","0.49325","0.49325","0.49325","0.48097","0.48097","0.48097","","",""
"258","0.46933","0.46933","0.46933","0.48721","0.48721","0.48721","0.3741","0.3741","0.3741","","","","","","","0.3724","0.3724","0.3724","0.45932","0.45932","0.45932","0.48799","0.48799","0.48799","0.47122","0.47122","0.47122","0.47371","0.47371","0.47371","0.49579","0.49579","0.49579","0.48641","0.48641","0.48641","","",""
"259","0.45549","0.45549","0.45549","0.47752","0.47752","0.47752","0.37187","0.37187","0.37187","","","","","","","0.36936","0.36936","0.36936","0.47172","0.47172","0.47172","0.47923","0.47923","0.47923","0.47413","0.47413","0.47413","0.47252","0.47252","0.47252","0.48735","0.48735","0.48735","0.48422","0.48422","0.48422","","",""
"260","0.46679","0.46679","0.46679","0.47704","0.47704","0.47704","0.36864","0.36864","0.36864","","","","","","","0.36496","0.36496","0.36496","0.46445","0.46445","0.46445","0.47868","0.47868","0.47868","0.47353","0.47353","0.47353","0.47615","0.47615","0.47615","0.49199","0.49199","0.49199","0.48152","0.48152","0.48152","","",""
"261","0.4679","0.4679","0.4679","0.49312","0.49312","0.49312","0.37023","0.37023","0.37023","","","","","","","0.38864","0.38864","0.38864","0.46796","0.46796","0.46796","0.47449","0.47449","0.47449","0.47264","0.47264","0.47264","0.48658","0.48658","0.48658","0.4966","0.4966","0.4966","0.47887","0.47887","0.47887","","",""
"262","0.46939","0.46939","0.46939","0.48584","0.48584","0.48584","0.38208","0.38208","0.38208","","","","","","","0.38183","0.38183","0.38183","0.46983","0.46983","0.46983","0.48935","0.48935","0.48935","0.47413","0.47413","0.47413","0.47244","0.47244","0.47244","0.48973","0.48973","0.48973","0.51362","0.51362","0.51362","","",""
"263","0.46362","0.46362","0.46362","0.49618","0.49618","0.49618","0.37285","0.37285","0.37285","","","","","","","0.37033","0.37033","0.37033","0.46747","0.46747","0.46747","0.48328","0.48328","0.48328","0.4735","0.4735","0.4735","0.48074","0.48074","0.48074","0.48407","0.48407","0.48407","0.47931","0.47931","0.47931","","",""
"264","0.45514","0.45514","0.45514","0.47937","0.47937","0.47937","0.3795","0.3795","0.3795","","","","","","","0.3722","0.3722","0.3722","0.47252","0.47252","0.47252","0.48046","0.48046","0.48046","0.47249","0.47249","0.47249","0.46943","0.46943","0.46943","0.49117","0.49117","0.49117","0.4816","0.4816","0.4816","","",""
"265","0.46857","0.46857","0.46857","0.48627","0.48627","0.48627","0.37738","0.37738","0.37738","","","","","","","0.36943","0.36943","0.36943","0.47414","0.47414","0.47414","0.48676","0.48676","0.48676","0.476","0.476","0.476","0.46504","0.46504","0.46504","0.49233","0.49233","0.49233","0.49833","0.49833","0.49833","","",""
"266","0.46659","0.46659","0.46659","0.49083","0.49083","0.49083","0.37451","0.37451","0.37451","","","","","","","0.36919","0.36919","0.36919","0.45857","0.45857","0.45857","0.48386","0.48386","0.48386","0.47306","0.47306","0.47306","0.47178","0.47178","0.47178","0.48326","0.48326","0.48326","0.48951","0.48951","0.48951","","",""
"267","0.48301955326719886","0.48301955326719886","0.48301955326719886","0.48396","0.48396","0.48396","0.37493","0.37493","0.37493","","","","","","","0.37037","0.37037","0.37037","0.47451","0.47451","0.47451","0.48186","0.48186","0.48186","0.47353","0.47353","0.47353","0.47128","0.47128","0.47128","0.48929","0.48929","0.48929","0.47964","0.47964","0.47964","","",""
"268","","","","0.48128","0.48128","0.48128","0.3642","0.3642","0.3642","","","","","","","0.37289","0.37289","0.37289","0.46632","0.46632","0.46632","0.4854","0.4854","0.4854","0.47381","0.47381","0.47381","0.47216","0.47216","0.47216","0.48767","0.48767","0.48767","0.48058","0.48058","0.48058","","",""
"269","","","","0.4796","0.4796","0.4796","0.3685","0.3685","0.3685","","","","","","","0.3635","0.3635","0.3635","0.46423","0.46423","0.46423","0.47448","0.47448","0.47448","0.47258","0.47258","0.47258","0.46282","0.46282","0.46282","0.49317","0.49317","0.49317","0.47597","0.47597","0.47597","","",""
"270","","","","0.47607","0.47607","0.47607","0.36921","0.36921","0.36921","","","","","","","0.36536","0.36536","0.36536","0.46891","0.46891","0.46891","0.46402","0.46402","0.46402","0.47345","0.47345","0.47345","0.47218","0.47218","0.47218","0.48748","0.48748","0.48748","0.48066","0.48066","0.48066","","",""
"271","","","","0.47987","0.47987","0.47987","0.36916","0.36916","0.36916","","","","","","","0.37467","0.37467","0.37467","0.46944","0.46944","0.46944","0.4747","0.4747","0.4747","0.47663","0.47663","0.47663","0.46248","0.46248","0.46248","0.49238","0.49238","0.49238","0.48451","0.48451","0.48451","","",""
"272","","","","0.47785","0.47785","0.47785","0.36998","0.36998","0.36998","","","","","","","0.37031","0.37031","0.37031","0.47385","0.47385","0.47385","0.48053","0.48053","0.48053","0.47332","0.47332","0.47332","0.47008","0.47008","0.47008","0.4888","0.4888","0.4888","0.49405","0.49405","0.49405","","",""
"273","","","","0.48049","0.48049","0.48049","0.37406","0.37406","0.37406","","","","","","","0.36647","0.36647","0.36647","0.47682","0.47682","0.47682","0.47652","0.47652","0.47652","0.47946","0.47946","0.47946","0.46437","0.46437","0.46437","0.48682","0.48682","0.48682","0.49922","0.49922","0.49922","","",""
"274","","","","0.49589","0.49589","0.49589","0.37318","0.37318","0.37318","","","","","","","0.37216","0.37216","0.37216","0.47712","0.47712","0.47712","0.48363","0.48363","0.48363","0.47987","0.47987","0.47987","0.47147","0.47147","0.47147","0.49504","0.49504","0.49504","0.51431","0.51431","0.51431","","",""
"275","","","","0.49098","0.49098","0.49098","0.35679","0.35679","0.35679","","","","","","","0.37095","0.37095","0.37095","0.47114","0.47114","0.47114","0.47373","0.47373","0.47373","0.47345","0.47345","0.47345","0.46944","0.46944","0.46944","0.49506","0.49506","0.49506","0.51261","0.51261","0.51261","","",""
"276","","","","0.48124","0.48124","0.48124","0.37383","0.37383","0.37383","","","","","","","0.37444","0.37444","0.37444","0.47401","0.47401","0.47401","0.48078","0.48078","0.48078","0.47976","0.47976","0.47976","0.46655","0.46655","0.46655","0.48999","0.48999","0.48999","0.48358","0.48358","0.48358","","",""
"277","","","","0.47982","0.47982","0.47982","0.37438","0.37438","0.37438","","","","","","","0.37025","0.37025","0.37025","0.47932","0.47932","0.47932","0.47829","0.47829","0.47829","0.47655","0.47655","0.47655","0.47482","0.47482","0.47482","0.48709","0.48709","0.48709","0.47984","0.47984","0.47984","","",""
"278","","","","0.48964","0.48964","0.48964","0.35424","0.35424","0.35424","","","","","","","0.37723","0.37723","0.37723","0.46683","0.46683","0.46683","0.47852","0.47852","0.47852","0.47423","0.47423","0.47423","0.47829","0.47829","0.47829","0.49112","0.49112","0.49112","0.48346","0.48346","0.48346","","",""
"279","","","","0.48481","0.48481","0.48481","0.37047","0.37047","0.37047","","","","","","","0.37804","0.37804","0.37804","0.46472","0.46472","0.46472","0.47878","0.47878","0.47878","0.47697","0.47697","0.47697","0.47674","0.47674","0.47674","0.4957","0.4957","0.4957","0.48239","0.48239","0.48239","","",""
"280","","","","0.48658","0.48658","0.48658","0.36952","0.36952","0.36952","","","","","","","0.37821","0.37821","0.37821","0.46722","0.46722","0.46722","0.48124","0.48124","0.48124","0.47737","0.47737","0.47737","0.47318","0.47318","0.47318","0.49378","0.49378","0.49378","0.48512","0.48512","0.48512","","",""
"281","","","","0.48829","0.48829","0.48829","0.35802","0.35802","0.35802","","","","","","","0.37081","0.37081","0.37081","0.4756","0.4756","0.4756","0.48248","0.48248","0.48248","0.47832","0.47832","0.47832","0.47149","0.47149","0.47149","0.49063","0.49063","0.49063","0.51504","0.51504","0.51504","","",""
"282","","","","0.48913","0.48913","0.48913","0.37446","0.37446","0.37446","","","","","","","0.37792","0.37792","0.37792","0.48028","0.48028","0.48028","0.4954499045507549","0.4954499045507549","0.4954499045507549","0.47181","0.47181","0.47181","0.47811","0.47811","0.47811","0.4901","0.4901","0.4901","0.48487","0.48487","0.48487","","",""
"283","","","","0.48947","0.48947","0.48947","0.38248","0.38248","0.38248","","","","","","","0.37164","0.37164","0.37164","0.48234","0.48234","0.48234","","","","0.47438","0.47438","0.47438","0.4767","0.4767","0.4767","0.48776","0.48776","0.48776","0.49773","0.49773","0.49773","","",""
"284","","","","0.49002","0.49002","0.49002","0.37325","0.37325","0.37325","","","","","","","0.37797","0.37797","0.37797","0.48393","0.48393","0.48393","","","","0.47145","0.47145","0.47145","0.46749","0.46749","0.46749","0.48782","0.48782","0.48782","0.51909","0.51909","0.51909","","",""
"285","","","","0.48489","0.48489","0.48489","0.37625","0.37625","0.37625","","","","","","","0.37523","0.37523","0.37523","0.47189","0.47189","0.47189","","","","0.47727","0.47727","0.47727","0.4679","0.4679","0.4679","0.49467","0.49467","0.49467","0.5023","0.5023","0.5023","","",""
"286","","","","0.49138","0.49138","0.49138","0.37263","0.37263","0.37263","","","","","","","0.37336","0.37336","0.37336","0.47164","0.47164","0.47164","","","","0.47695","0.47695","0.47695","0.47548","0.47548","0.47548","0.49444","0.49444","0.49444","0.48931","0.48931","0.48931","","",""
"287","","","","0.49447","0.49447","0.49447","0.37255","0.37255","0.37255","","","","","","","0.36965","0.36965","0.36965","0.4671","0.4671","0.4671","","","","0.4818","0.4818","0.4818","0.47317","0.47317","0.47317","0.49349","0.49349","0.49349","0.4973","0.4973","0.4973","","",""
"288","","","","0.49238","0.49238","0.49238","0.36788","0.36788","0.36788","","","","","","","0.37253","0.37253","0.37253","0.47107","0.47107","0.47107","","","","0.47989","0.47989","0.47989","0.47161","0.47161","0.47161","0.49678","0.49678","0.49678","0.48484","0.48484","0.48484","","",""
"289","","","","0.47921","0.47921","0.47921","0.37233","0.37233","0.37233","","","","","","","0.37307","0.37307","0.37307","0.47096","0.47096","0.47096","","","","0.47817","0.47817","0.47817","0.4772","0.4772","0.4772","0.48952","0.48952","0.48952","0.51381","0.51381","0.51381","","",""
"290","","","","0.48812855766148455","0.48812855766148455","0.48812855766148455","0.37081","0.37081","0.37081","","","","","","","0.37661","0.37661","0.37661","0.47845","0.47845","0.47845","","","","0.47886","0.47886","0.47886","0.48529","0.48529","0.48529","0.48814","0.48814","0.48814","0.51681","0.51681","0.51681","","",""
"291","","","","","","","0.36528","0.36528","0.36528","","","","","","","0.37832","0.37832","0.37832","0.47753","0.47753","0.47753","","","","0.47739","0.47739","0.47739","0.47661","0.47661","0.47661","0.49586","0.49586","0.49586","0.48225","0.48225","0.48225","","",""
"292","","","","","","","0.36887","0.36887","0.36887","","","","","","","0.37158","0.37158","0.37158","0.47707","0.47707","0.47707","","","","0.47372","0.47372","0.47372","0.47667","0.47667","0.47667","0.49605","0.49605","0.49605","0.49378","0.49378","0.49378","","",""
"293","","","","","","","0.36991","0.36991","0.36991","","","","","","","0.37867","0.37867","0.37867","0.47967","0.47967","0.47967","","","","0.47333","0.47333","0.47333","0.47319","0.47319","0.47319","0.49194","0.49194","0.49194","0.50107","0.50107","0.50107","","",""
"294","","","","","","","0.3674","0.3674","0.3674","","","","","","","0.37685","0.37685","0.37685","0.4805","0.4805","0.4805","","","","0.4716","0.4716","0.4716","0.47134","0.47134","0.47134","0.49314","0.49314","0.49314","0.498","0.498","0.498","","",""
"295","","","","","","","0.36985","0.36985","0.36985","","","","","","","0.37531","0.37531","0.37531","0.47207","0.47207","0.47207","","","","0.47584","0.47584","0.47584","0.47233","0.47233","0.47233","0.49027","0.49027","0.49027","0.51296","0.51296","0.51296","","",""
"296","","","","","","","0.37175","0.37175","0.37175","","","","","","","0.37582","0.37582","0.37582","0.47429","0.47429","0.47429","","","","0.47305","0.47305","0.47305","0.47285","0.47285","0.47285","0.49444","0.49444","0.49444","0.5139","0.5139","0.5139","","",""
"297","","","","","","","0.37288","0.37288","0.37288","","","","","","","0.37113","0.37113","0.37113","0.46952","0.46952","0.46952","","","","0.47179","0.47179","0.47179","0.47739","0.47739","0.47739","0.49231","0.49231","0.49231","0.51381","0.51381","0.51381","","",""
"298","","","","","","","0.37242","0.37242","0.37242","","","","","","","0.37454","0.37454","0.37454","0.46907","0.46907","0.46907","","","","0.47233","0.47233","0.47233","0.47709","0.47709","0.47709","0.4914","0.4914","0.4914","0.51782","0.51782","0.51782","","",""
"299","","","","","","","0.36957","0.36957","0.36957","","","","","","","0.37364","0.37364","0.37364","0.4674","0.4674","0.4674","","","","0.47508","0.47508","0.47508","0.47662","0.47662","0.47662","0.49445","0.49445","0.49445","0.51866","0.51866","0.51866","","",""
"300","","","","","","","0.36957","0.36957","0.36957","","","","","","","0.37364","0.37364","0.37364","0.4817241412291871","0.4817241412291871","0.4817241412291871","","","","0.48670063601032026","0.48670063601032026","0.48670063601032026","0.4802424328857136","0.4802424328857136","0.4802424328857136","0.5032614659313975","0.5032614659313975","0.5032614659313975","0.5168533100967971","0.5168533100967971","0.5168533100967971","","",""
